Title,Question,Answer,Hint,Popularity/Fun,Difficulty
"Sally, George, and Frank","Sally, George, and Frank were picking up their fast-food orders: a burger, a plate of fries, and a slice of pizza.
""Who ordered what?"" asked the man at the counter.
George didn't order the pizza, but the boy who ordered the fries thought he did. This was all the waiter needed to know.
Who ordered what?","Sally ordered the pizza, George ordered the burger, and Frank ordered the fries.",,2.34,0.7
A Series of Headaches,"The Detroit Tigers played the Cincinnati Reds in the World Series (Major League Baseball).  In this particular series (which went the full seven games), there was only one shutout, and no team scored more than 12 runs in any game.  Following are some facts that apply to BOTH teams, individually, pertaining to the number of runs scored in each of the 7 games (no information is given about the order in which these games occured).  For each team, there were:
[1] 4 games with a prime number of runs.
[2] A multiple of 3 games with an even number of runs.
[3] No two games, the product of whose runs was a prime number.
[4] 2 games with a perfect square of runs.
[5] No game with exactly 5 runs.
The Tigers scored 30 runs in the entire series, and [6] scored 7 or 8 runs in at least one game.  The Reds scored 36 runs, and [7] of all seven games, there are exactly two pairs of games, the sum of whose runs was exactly 9 (a game can be used in multiple pairs).
Based on this information, which of these statements is accurate?
1. The Detroit Tigers won the World Series.
2. The Cincinnati Reds won the World Series.
3. The World Series winner is uncertain.
The bracketed clue numbers [1]-[7] are used for reference in the answer explanation.","The Detroit Tigers won the World Series.
[2]: Since there were seven games, this must be 0, 3, or 6 games. We know both teams scored an even number of runs in the whole series. This narrows it down from {0, 3, or 6} to 3. So each team had 3 even-run games, and 4 odd-run games.
[3]: The only case in which two whole numbers may be multiplied together to produce a prime number is that one number is 1 and the other is prime. Since one clue mentions that both teams had some prime-number-run games, the statement is shown to be merely an obfuscated way of saying ""there were no games with exactly 1 run for either team.""
[1] and [4]: These clues become very useful when combined, for no number exists that is both a perfect square and a prime number. So for each team, these make up 6 of the 7 games, leaving only one game for each team in which neither a prime number nor a perfect square of runs was scored. Here is the breakdown of the numbers 0 to 12, aside from the eliminated numbers 1 and 5:
Prime - 2,3,7,11 [4 games for each team]
Square - 0,4,9 [2 games each]
Neither prime nor square - 6,8,10,12 [1 game each]
Since all of the ""neither prime nor square"" numbers are even, this leaves 2 even and 4 odd games to make up the 6 ""prime or square"" games for each team. Since we know there was exactly one shutout, one team's square games were either {0,4} or {0,9}, and the other team's square games were either {4,4}, {4,9}, or {9,9}.
[7]: It can be found that the Reds must have one of the following subsets: {3,6,0,9}, {3,3,6}, {2,2,7}, {2,7,7}, {3,6,2,7}, {2,7,0,9}. {2,7,0,9} is the only one that can be completed legally: {2,7,0,9,3,3,12}.
We now know the Tigers' square games are either {4,4}, {4,9}, or {9,9}. {4,4} is the only one that can be continued legally, which forces their 4 primes to be odd. So Detroit did not score less than 3 in any game, which means the Reds could have won a maximum of just three games: those in which they scored 7, 9, 12.",": In baseball, the points are called ""runs,"" and there are no tie games in Major League Baseball.  The World Series is a best-of-seven series of games.  A shutout is a game in which a team is held to 0 runs.  Of course, this entire scenario is hypothetical, and not based upon any actual World Series.",2.34,2.8
Dream World,"Mad Ade is dreaming of a strange world in which the colours of things have changed from what we consider normal. Assume the following changes:
Snow is now red.
Grass is now black.
The sky is now brown.
Blood is now white.
Soot is now green.
In such a world, what is the colour of wood?","Wood is now blue. The puzzle consists of pairs that exchange colours.
Since the sky is now brown, brown things become blue.",,2.34,1.47
Runaway Train,"A train moving at a speed of less than 1 mile per hour passes 200 people in less than 5 minutes. When the train finally stops, it doesn't pick up any passengers. The person that stops the train is not even on the train. In fact, no one is on the train. Most likely, where is this train?",This train is most likely at a wedding. (The train of the bride's gown),,2.34,1.98
On The Stand,"A suspect was questioned in a case he was being accused of.  He was asked by the court if his statements were true, and he replied...
""I guarantee that it is untenable to deny the opposite of the veracity of my affirmations.""
Q)Is the suspect telling the court the truth or is he lying?","A)He's lying
""To deny the opposite of the veracity""=to deny falsehood=to affirm the truth
""I guarantee that it is untenable""=it cannot be maintained",,2.34,1.85
Stamps Please!,"James handed the postal person a one-dollar bill and said, ""I'll have some 2-cent stamps, 10 times as many 1-cent stamps, and the balance in 5-cent stamps, please!"" How many of each was he given?","5 2-cent stamps, 50 1-cent stamps and 8 5-cent stamps!",,2.34,1.54
Hamburger Cook-Off,"In the hamburger cook-off, the finals had just begun. However, one person in the contest had a store-bought hamburger. If the one who has the store-bought hamburger is lying and the innocent people are telling the truth, who is lying?
John: It wasn't Steven.
Nick: It wasn't Greg.
Steven: It wasn't Nick.
Kevin: It was John.
Greg: It was Kevin.","Kevin had the store-bought hamburger. The way to determine this is by looking first at Steven's statement. If ""it wasn't Nick"" is false, Steven must be lying, which means he's guilty, and Nick is also guilty. Since only one person is guilty, Nick and Steven made their hamburgers and are innocent. Because of this, John is also innocent. Kevin says it was John, which is false, since John has been cleared. Greg must also be telling the truth and is innocent.",,2.34,1.55
Two Attackers,"Four people are found in an alley after reported fighting. Two people are victims, while the other two are the attackers. The attackers are lying and the victims are telling the truth. Based on that information, who were the two attackers?
TJ: Drake beat me up.
Jake: I saw RJ getting attacked.
Drake: TJ beat me up.
RJ: I saw Jake getting attacked.","Since TJ and Drake are accusing each other, then one or both of them is an attacker. If Jake was an attacker, then he's lying that RJ was attacked, which means RJ is also an attacker. That's impossible since there would be more than two attackers. Jake must be telling the truth. Since Jake is truthful, then RJ is also truthful and innocent, which only leaves TJ and Drake as attackers.
Answer: TJ and Drake",,2.34,1.25
Alternate Sports Titles,"I often tease my buddies who are sports freaks. I do so by referring to their favorite sports in unusual ways.
Grown men acting like children running on water covered concrete with plastic and steel tied to their feet, chasing after a piece of vulcanized rubber with twigs.
What sport is this?",Ice Hockey.,,2.34,1.03
Opposites 11,"In the following code, each symbol stands for one of five letters.
% stands for L, K, G, A, or T
^ stands for M, C, Y, I, or R
= stands for G, E, B, O, or K
& stands for H, W, J, E, or R
$ stands for O, H, F, N, or P
The five letter code word, &^=$%, can be translated into two English words that are opposites. What are the two words?",Right and Wrong.,,2.34,2.0
Electrician and Plumber,There was an electrician and a plumber waiting in line for the movies.  One of them was the father of the other one's son.  How could this be?,They were husband and wife.,,2.33,1.1
Ruined Night,"A tourist in London took a ride in Mad Ade's taxi cab. When he reached his destination, the tourist paid Mad Ade the fare, but did not include a tip.  At this Mad Ade was displeased and said something to the tourist that ruined his whole evening. The two men were strangers and had never met previously. What did Mad Ade say?","The tourist was going to a performance of the famous Agatha Christie play The Mousetrap. Mad Ade dropped him outside the theater. When the tourist didn't give a tip, Mad Ade revealed how the play ended, thus spoiling the tourist's night.",,2.33,2.12
Trapped Bird,"Whilst out walking one day, Mad Ade comes across a sparrow that had fallen into a hole in a rock.  The hole measures three inches in diameter and is three feet deep. Due to the depth of the hole, the sparrow cannot be reached by hand. Mad Ade cannot use sticks or canes, because he could hurt the bird.  How can Mad Ade free the bird without causing it any harm?","By gradually pouring sand into the hole. The bird will keep moving so that it is not buried in the sand, forcing it higher until it comes out.",,2.33,1.73
