Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Math Competition,"Felipe's school is hosting a math competition against other schools in the same district. Each school can only allow 10 students to compete. Felipe and his classmates are taking tests to determine the 10 best math students to send. Felipe did well, but tied with John Roy for the last spot. His teacher decided to set-up a one-problem challenge, whoever got it right the fastest would win.
Knowing that ""H"" is equal to 10, and T is half of M, how could MATH be 42, TEAM be 40, and MEET be 37?","MATH: 14 + 11 + 7 + 10 =42
TEAM: 7+8+11+14 =40
MEET: 14+8+8+7=37
(H=10; E=8; T=7; M=14; A=11)
Felipe answered his question just seconds before John Roy, sending him to the competition.",,2.76,2.26
Arab's Camels,"A rich old Arab has three sons. When he died, he willed his 17 camels to the sons, to be divided as follows:
First Son to get 1/2 of the camels,
Second Son to get 1/3rd of the camels,
Third Son to get 1/9th of the camels.
The sons are sitting there trying to figure out how this can possibly be done, when a very old wise man goes riding by on his camel. They stop him and ask him to help them solve their problem. Without hesitation he divides the camels properly and continues riding on his way.
How did he do it?","The old man temporarily added his camel to the 17, making a total of 18 camels.
1/2 = 9
1/3 = 6
1/9 = 2
For a total of 17. He then takes his camel back and rides away",,2.75,1.96
Local Historical,The local historical society has leased a castle to use it as a museum. The original lease was 99 years. I asked the curator how much time was left on the lease. His answer was as follows: two-thirds of the time past is equal to four-fifths of the time to come. How much time was left on the lease?,"Answer:45 years.
Let X equal the time left on the lease (which makes ""time past"" equal to 99-X). Set up the equation:
2/3 * (99-X) = 4/5 * X
Solve for X to get the answer.",,2.75,1.9
Digging Rabbits,"If one small rabbit can dig a warren in nine hours, a medium rabbit can dig a warren in 6 hours and a large rabbit can dig a warren in four and a half hours, how long will it take one small, one medium and one large rabbit to dig a warren if they all work together?","2 hours.
In one hour, each rabbit can dig 1/9, 1/6, and 1/4.5 of a warren, respectively. To figure out how much the three of them can do in an hour, just add these up (convert to 18ths first):
2/18 + 3/18 + 4/18 = 9/18 = 1/2. Since together they can dig half of a warren per hour, it will take two hours to dig a whole warren.",,2.75,1.94
The Dairy Farmer,"A dairy farmer had 54 litres of milk in three churns. He wanted to make sure each churn contained 18 litres.
First, he poured 1/4 of the first churn into the second churn. Then he poured 1/2 of the second churn into the third churn. Finally, he poured 1/3 of the third churn into the first churn.
How many litres did each churn contain before he started pouring?","12, 33 and 9 litres respectively",,2.74,2.35
Apartment Block Fire,"Dave, the janitor of an apartment block, notices that the boiler pressure is rising, and will shortly explode.
He phones two of the residents, tells them the news, asks them to do the same and phone just two more people, and then get out of the building.
Assume that each of the residents is in, and answers the phone immediately.
If each phone call takes 30 seconds, and it takes each person 90 seconds to get out of the building, how long will it take to empty all 375 apartments?","7 minutes.
In the first 30 seconds, Dave rings one other person, call him A.
In the second 30 seconds, Dave rings B, and leaves the building. A rings C.
3rd: A rings D, and leaves. B and C ring E and F.
4th: B and C ring G and H. D, E and F ring I, J, K.
5th: D, E, F ring L, M, N. G, H, I, J, K ring O, P, Q, R, S.
The number of residents informed in each time period is as follows:
1, 2, 3, 5, 8, ...
These are known as Fibonacci Numbers, where each number is the sum of the preceding two.
The total number of people informed is:
1, 3, 6, 11, 19, ...
Each number is the sum of the previous two, plus 2.
Continuing this series we get:
32, 53, 87, 142, 231, 375.
Thus 375 people were informed after 11 periods of phone calls.
11 calls at 30 seconds each = 5.5 minutes, plus 90 seconds for the last people to exit the building gives 7 minutes.",Fibonacci might have the answer!,2.74,2.62
Diagonal Possibility,"Fill the eight spaces below with numbers from 1 to 8. No number that comes before or after any other number should be placed in an adjacent space, either horizontally, vertically or diagonally.
(For Example 2 should not be next to the number 1 or  the number 3)
The arrangement of the space is
*   __  __  *
__  __  __  __
*   __  __   *","*  3  5  *
7  1  8  2
*  4  6  *
Other possibilities are mirror images of the above answer.",,2.74,2.32
The Last Piece,"Mom bakes a cake. Dad ate 1/6 of the cake. Brother ate 1/5 of what was left. Then sister had 1/4 of the remaining cake.  After that the dog ate 1/3 of the remaining cake, and finally another kid ate 1/2 of what was left after the dog was finished.  What fraction of the whole cake is left for mom to eat?",1/6 - the same amount everyone else got to eat.,She cut it into six pieces after she baked it.,2.74,1.31
Bunny Eating,"Several contestants are in a chocolate-bunny eating contest. After 20 minutes of stuffing their faces, all of the bunnies have been eaten.
One of the contestants remarks, ""Isn't it interesting that there were 7 times as many bunnies as contestants, but that each of us ate a different number of bunnies?""
Another contestant replies, ""That certainly is interesting. I always eat the ears first and I noticed that when we had eaten a third of the bunnies that there were 4 fewer than 10 times as many bunny ears as human noses in the contest.""
How many bunnies and contestants were in the contest?","42 bunnies and 6 contestants.
From what the first contestant says, we know:
Bunnies = 7*Contestants
From the second contestant we know:
2*(2/3)*Bunnies = 10*Contestants - 4
Just plug the first equation into the second equation and you can solve for Contestants, of which there are 6.  Plug this back into the first equation to determine that there are 42 bunnies.",,2.74,2.38
Visualize,"Visualize a cube.  You know it has 6 faces, 8 corners, and 12 edges.  Now, imagine a knife slicing away each corner with a straight plane cut.
How many total edges are there now?","There are now 36 edges.
(The original 12 edges, plus 3 more for each of the 8 corners, making 36.)","A straight plane cut is a straight, smooth diagonal cut.",2.74,1.53
Can You Figure Out The ?,"Consider the following.  What is the number that fits in the ""?""
8809=6
1234=1
5482=3
8805=5
7777=0
6363=2
2172=0
4141=2
8523=2
1257=0
2581=?","2581=2
Each number's answer is calculated by the number of closed loops/sections in all the numbers.
The hint talks about 'closed' sections of the numbers"".
1=0
2=0
3=0
4=1
5=0
6=1
7=0
8=2
9=1
0=1",The hint is closed...,2.74,2.16
A Very Good Year,"The year 1978 has an unusual property. When you add the 19 to the 78, the total is the same as the middle two digits (97). What will be the next year to have this same property?","The next year to have the same property will be 2307.
23 + 07 = 30",,2.74,2.79
Auction Action,"Nina and her mom helped organize the auction fundraiser to help pay for the 8th grade musical. Seven local stores each donated a gift certificate to be redeemed for merchandise. The gift certificates will be auctioned off at the big event.
The Athlete's Alley, Bay State Basement, CD Corner, Don's Deli, Elk's Software, Fancy Footwear Shop, and the Gorgeous Candy Boutique have all participated.
The gift certificates are each in multiples of $5. There is a $100 range in the value of the gift certificates, which start at $25. The mean value of all seven gift certificates is $80, and the median and the mode are both $70.
The certificate from The Athlete's Alley is worth the most, and the one from Gorgeous Candy is worth the least.
The total value of the gift certificates from CD Corner, Don's Deli, and the Fancy Footwear Shop is $270, but the Fancy Footwear certificate is worth $50 more than the one from Don's Deli. The CD Corner gift certificate is equivalent to the mean for this group of 3 stores.
What is the value of the gift certificate from each store?","The Athlete's Alley   $125
Bay State Basement   $70
CD Corner   $90
Don's Deli   $65
Elk's Software   $70
Fancy Footwear Shop   $115
Gorgeous Candy Boutique   $25
Explanation:
Since the mean of all gift certificates is $80, and there are 7 stores, the total of all gift certificates is $560.
The values of the gift certificates range from $25 to $125, therefore the gift certificate from Athlete's Alley is $125 and the gift certificate from Gorgeous Candy Boutique is $25.
This leaves $410 in gift certificates from the other 5 stores.
The gift certificates from CD Corner, Don's Deli  and  Fancy Footwear Shop  total $270.  The mean of this group is $90, which is value of the certificate from the CD shop.
This leaves $180 for Don's Deli and Fancy Footwear.  Because Fancy Footwear is worth $50 more, the certificate from Don's Deli is half of $130, or $65 dollars, and the certificate from Fancy Footwear is $115.
This leaves the certificates from Bay State Basement and Elk's Software, totalling $140.  There's only way to meet the requirement that the median and mode of the 7 values is $70.  Both remaining certificates must be valued at $70.",,2.74,2.15
